9040RentenfürdenErwerb vonGrundstücken,,,,,,,,,,,
AuszahlungenfürdieTilgung vonKreditenfür Investitionenund wirtschaftlich gleichkommenden Rechtsverhältnissen,"79.770,99",87.000,89.000,91.000,0,0,93.000,95.000,97.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"79.770,99-",87.000-,89.000-,91.000-,,,93.000-,95.000-,97.000-,,
