4880Erweiterung Mosaik-Schule,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"2.839.186,47",7.623.468,1.000.000,0,0,0,0,0,0,14.229.484,15.229.484
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"2.839.186,47-",7.623.468-,1.000.000-,0,,,0,0,0,14.229.484-,15.229.484-
