,,,,,,,,
"Beschreibung DerVerfassungsauftrag,denSportzupflegenundzufördern,wirdaufderBasisdesSubsidiaritätsprinzipsumgesetzt.Mitder""IntegriertengesamtstädtischenSportentwicklungsplanung""wirdderWeiterentwicklung desSportsinMünsterRechnunggetragen.ZielistdieBeteiligungundBerücksichtigungdesSportsimRahmendesintegriertenStadtentwicklungskonzepts,umallenMenscheninMünstereinvielfältigesSportangebot anbietenzukönnenundsomitdieLebensqualitätinderStadtzuerhöhen.Dazugehört: -dieinhaltlicheGestaltungderFörderstrukturenfürdenSportinMünstersowiedieWeiterentwicklungderSportstätteninfrastruktur -dieInfrastrukturanstädtischenundvereinseigenenTurn-undSporthallen,Sportanlagenund-plätzensowieSondersportanlagenbedarfsorientiertzusichernundgegebenenfallsauszubauen -dieinfrastrukturelleundorganisatorischeSicherungdesSchulsportsbeigleichzeitigerInitiierungderinhaltlichenWeiterentwicklungsowiedieFörderungvonBewegungserziehungimVorschulalterund FörderangebotevomGrundschulalterbiszumÜberganganweiterführendeBildungseinrichtungen -dieMitgestaltungdesStadtmarketingsmitunddurchSportimRahmenvonGroßveranstaltungenimLeistungs-/Breiten-undFreizeitsportbereich,umdenSportalsattraktivenStandortfaktorfürdieBürgerschaftzu sichern.",,,,,,,,
BesonderheitenindenPlanjahren UmsetzungvonHandlungsempfehlungenausintegriertergesamtstädtischerSportentwicklungsplanung VerlängerungSparkassenMünsterlandGiro2027ff.,,,,,,,,
"Ziele 1.DiebereitstehendeSportflächejeEinwohnersollgehaltenwerden: ungedeckteSportfläche:2,32m²proEinwohner/in; gedeckteSportfläche:0,25m²proEinwohner/in 2.DerAnteilderMitgliedervonSportvereinenanderGesamtbevölkerungsollgehaltenwerden.",,,,,,,,
,Ergebnis,Ansatz,,,,Planung,,
,2024,2025,2026,,2027,2028,2029,2030
Standardkennzahlen -Teilergebnis(Zeile29)proEinwohner/in(inEuro) -Aufwandsdeckungsgrad(in%),"-58,83","-53,88","-48,04",,"-47,81","-46,97","-46,91","-46,91"
,"10,6","10,5","15,1",,"15,2","15,0","15,0","14,9"
Leistungsdaten -Nutzungszeiteninstädt.SporthallenfürdenSchulsport(inStunden) -Nutzungszeiteninstädt.Sporthallenfürdievereinsmäßige Sportausübung(inStunden),,281.500,281.500,,281.500,281.500,281.500,281.500
,,275.700,275.700,,275.700,275.700,275.700,275.700
