4400Verl.ShotokanKarate DojoMSe.V.,,,,,,,,,,,
Auszahlungvonaktivierbaren Zuwendungen,"7.816,56",218.643,0,0,0,0,0,0,0,1.679.179,1.679.179
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"7.816,56-",218.643-,0,0,,,0,0,0,1.679.179-,1.679.179-
