Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
InvestitionsmaßnahmenoberhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
4260HerrichtungBürgerpark York-Kaserne,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"8.032,50",1.620.000,0,0,0,0,0,0,0,1.628.033,1.628.033
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"8.032,50-",1.620.000-,0,0,,,0,0,0,1.628.033-,1.628.033-
