"4026SprakelOrtsmitte,BG, Bp458",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"15.787,41",764.471,350.000,0,0,0,0,0,0,1.219.493,1.569.493
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"15.787,41-",764.471-,350.000-,0,,,0,0,0,1.219.493-,1.569.493-
