"5750KSPKinderhaus, Moldrickx-Gelände",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,0,300.000,300.000,0,0,0,0,0,300.000
Verpflichtungsermächtigung2026zuLasten,,,,300.000,,,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,300.000-,,,0,0,0,0,300.000-
