,,,,,,,,
"Beschreibung DieseProduktgruppeumfasstdieBewirtschaftungderStadthalleHiltrup.DargestelltwerdendieVermietungundVerwaltungderRäumefürverschiedeneZwecke(Schule,Vereine,politischeGremien,Kulturu.a.)",,,,,,,,
BesonderheitenindenPlanjahren Keine,,,,,,,,
Ziele 1.Jährlichsollenmindestens350Veranstaltungendurchgeführtwerden. 2.DiejährlichenErträgeausVermietungensollen154.000Euronichtunterschreiten.,,,,,,,,
,Ergebnis,Ansatz,,,,Planung,,
,2024,2025,2026,,2027,2028,2029,2030
Zielkennzahlen -Zum1.Ziel:AnzahlVeranstaltungen -Zum2.Ziel:ErträgeausVermietung(inEuro),405,350,350,,350,350,350,350
,120.694,154.000,154.000,,154.000,154.000,154.000,154.000
Standardkennzahlen -Teilergebnis(Zeile29)proEinwohner/in(inEuro) -Aufwandsdeckungsgrad(in%),"-1,27","-0,23","-0,25",,"-0,25","100,1","-0,11","-0,17"
,"23,7","67,4","66,2",,"65,9",,"116,4","125,2"
Leistungsdaten -AnzahlRäumefürVeranstaltungen -FlächegroßerVeranstaltungssaal(inqm) -FlächeteilbarerSitzungsraum(inqm) -FlächeoberesFoyer(inqm),3,3,3,,3,3,3,3
,730,730,730,,730,730,730,730
,125,125,125,,125,125,125,125
,200,200,200,,200,200,200,200
