5130KitaAmEdelbachAnbau,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",270.000,0,0,,,0,0,0,270.000,270.000
AuszahlungfürBaumaßnahmen,"502.875,40",2.861.277,0,0,0,0,0,0,0,3.543.890,3.543.890
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",120.000,0,0,0,0,0,0,0,120.000,120.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"502.875,40-",2.711.277-,0,0,,,0,0,0,3.393.890-,3.393.890-
