5020SommerlicherWärmeschutz Schulgebäude,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"35.457,68",661.367,0,0,0,0,0,0,0,704.375,704.375
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"35.457,68-",661.367-,0,0,,,0,0,0,704.375-,704.375-
