Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
"4264Osttornördl.,Bp628",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",520.000,200.000,400.000,0,0,400.000,1.500.000,1.500.000,520.000,19.520.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",520.000-,200.000-,400.000-,,,400.000-,1.500.000-,1.500.000-,520.000-,19.520.000-
