Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
"5680KSPBP578,Amelsb., nordw.AmDornbusch",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,0,250.000,250.000,0,0,0,0,0,250.000
Verpflichtungsermächtigung2026zuLasten,,,,250.000,,,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,250.000-,,,0,0,0,0,250.000-
