4950Erweiterung Norbertschule,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"2.868.393,11",5.438.033,975.000,0,0,0,0,0,0,10.390.594,11.365.594
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"2.868.393,11-",5.438.033-,975.000-,0,,,0,0,0,10.390.594-,11.365.594-
