Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
0140Darlehen Wohnungsgenossenschaften,,,,,,,,,,,
AuszahlungfürdenErwerbvon Finanzanlagen,"0,00",1.250.000,3.750.000,0,0,0,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",1.250.000-,3.750.000-,0,,,0,0,0,,
