InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"154.332,31",17.689,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"154.332,31-",17.689-,0,0,,,0,0,0,,
