0100Zusch.DachübermKopf e.V.HousingFirst,,,,,,,,,,,
Auszahlungvonaktivierbaren Zuwendungen,"30.000,00",20.000,20.000,20.000,0,0,20.000,20.000,20.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"30.000,00-",20.000-,20.000-,20.000-,,,20.000-,20.000-,20.000-,,
