0030Besch.Lehrm.i.R. investiverMaßnahmen,,,,,,,,,,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"167.635,48",552.565,445.000,445.000,250.000,0,445.000,445.000,445.000,,
Verpflichtungsermächtigung2026zuLasten,,,,250.000,,,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"167.635,48-",552.565-,445.000-,445.000-,,,445.000-,445.000-,445.000-,,
