InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"188.823,48",85.155,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"188.823,48-",85.155-,0,0,,,0,0,0,,
