Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
"0007Verkehrsflächen,Neubau undErneuerung",,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"2.139.900,00",2.500.000,2.000.000,2.200.000,,,2.400.000,2.600.000,2.600.000,,
AuszahlungfürBaumaßnahmen,"8.359.663,07",5.538.636,4.500.000,4.350.000,6.000.000,13.032.000,4.450.000,5.032.000,5.500.000,,
Verpflichtungsermächtigung2026zuLasten,,,,4.000.000,,,2.000.000,0,0,,
Verpflichtungsermächtigung2027zuLasten,,,,0,,,2.500.000,5.032.000,5.500.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"6.219.763,07-",3.038.636-,2.500.000-,2.150.000-,,,2.050.000-,2.432.000-,2.900.000-,,
