Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
0090Besch.fürSchulen,,,,,,,,,,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"1.606.170,79",42.828,30.000,30.000,0,0,30.000,30.000,30.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"1.606.170,79-",42.828-,30.000-,30.000-,,,30.000-,30.000-,30.000-,,
