4820NeubauGrundschule Sprakel,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"6.681.900,71",2.357.565,0,0,0,0,0,0,0,20.273.640,20.273.640
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"6.681.900,71-",2.357.565-,0,0,,,0,0,0,20.273.640-,20.273.640-
