"4071WeselerStraße L551/B219,dopp.Linksabb.",,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",1.250.000,1.000.000,1.000.000,,,700.000,0,0,1.729.000,4.429.000
AuszahlungfürBaumaßnahmen,"0,00",2.564.197,3.075.000,2.650.000,5.000.000,0,2.600.000,0,0,4.525.608,13.600.608
Verpflichtungsermächtigung2026zuLasten,,,,2.500.000,,,2.500.000,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",1.314.197-,2.075.000-,1.650.000-,,,1.900.000-,0,0,2.796.608-,9.171.608-
