5330KitaStorkampsche Scheune,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",2.000.000,500.000,0,0,0,0,0,0,2.000.000,2.500.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",2.000.000-,500.000-,0,,,0,0,0,2.000.000-,2.500.000-
