Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
5650ÖGUmfeldOxford-Kaserne,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,0,0,0,300.000,330.000,0,0,0,330.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,0,,,330.000-,0,0,0,330.000-
