,,,,,,,,
"Beschreibung DieseProduktgruppeumfasstallevonderStadtMünsterwahrzunehmendenAufgabenderUnterenBauaufsichtsbehörde.HierzugehörtdieBeratung,PrüfungundÜberwachung,sodassbeiderErrichtung,der Änderung,demAbbruch,derNutzung,derNutzungsänderungsowiederInstandhaltungbaulicherAnlagensowieandererAnlagenundEinrichtungendieöffentlichrechtlichenVorschrifteneingehaltenwerden.",,,,,,,,
BesonderheitenindenPlanjahren Keine,,,,,,,,
Ziele 1.DiebaurechtlichenVerfahrensollenzumindestens70%innerhalbvon6Wochenentschiedensein. 2.DiegetroffenenEntscheidungensollenzumindestens90%einerrechtlichenÜberprüfungimKlageverfahrenstandhalten.,,,,,,,,
,Ergebnis,Ansatz,,,,Planung,,
,2024,2025,2026,,2027,2028,2029,2030
"Zielkennzahlen -Zum1.Ziel:AnteilderbaurechtlichenVerfahren,dieinnerhalbvon6 Wochenentschiedensind(in%) -Zum2.Ziel:AnteilerfolgloserKlageverfahren(gegendieStadt)(in%)",51,70,70,,70,70,70,70
,98,90,90,,90,90,90,90
Standardkennzahlen -Teilergebnis(Zeile29)proEinwohner/in(inEuro) -Aufwandsdeckungsgrad(in%),"-16,38","-15,92","-15,29",,"-14,99","-12,07","-12,56","-13,07"
,"42,3","39,7","41,0",,"41,8","47,5","46,5","45,5"
Leistungsdaten -AnzahlderbaurechtlichenVerfahren -AnzahlderentschiedenenbaurechtlichenVerfahren -Anzahlderimlfd.JahrentschiedenenKlagen -AnzahldererfolglosenKlageverfahren(gegendieStadt),1.977,3.000,3.000,,3.000,3.000,3.000,3.000
,1.988,2.400,2.400,,2.400,2.500,2.500,2.500
,55,70,70,,70,70,70,70
,54,63,63,,63,63,63,63
