5570Gärtnerunterkunft Gievenbeck,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",2.212.770,300.000,0,0,0,0,0,0,2.215.379,2.515.379
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",2.212.770-,300.000-,0,,,0,0,0,2.215.379-,2.515.379-
