4285Busso-Peus-Str-Urb. StadtquartierBp639,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",300.000,0,0,0,0,50.000,0,0,301.925,2.351.925
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",300.000-,0,0,,,50.000-,0,0,301.925-,2.351.925-
