5160KitaHoppengarten,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",1.488.000,1.685.000,157.000,157.000,0,0,0,0,1.488.000,3.330.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",1.488.000-,1.685.000-,157.000-,,,0,0,0,1.488.000-,3.330.000-
