Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
InvestitionsmaßnahmenoberhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
0000An-undVerkaufvon Grundvermögen,,,,,,,,,,,
Einzahlungausder VeräußerungvonSachanlagen,"135.240,00",500.000,500.000,500.000,,,500.000,500.000,500.000,,
Einzahlungaussonstigen Investitionen,"7.335.805,03",16.200.000,4.200.000,6.900.000,,,16.100.000,7.000.000,18.400.000,,
AuszahlungfürdenErwerbvon GrundstückenundGebäuden,"2.726.568,13",41.117.316,12.700.000,3.500.000,14.000.000,0,3.500.000,3.500.000,3.500.000,,
Verpflichtungsermächtigung2026zuLasten,,,,3.500.000,,,3.500.000,3.500.000,3.500.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"4.744.476,90",24.417.316-,8.000.000-,3.900.000,,,13.100.000,4.000.000,15.400.000,,
