0710Bauk.Inklusion,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"219.882,31",315.359,750.000,250.000,200.000,200.000,250.000,250.000,250.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"219.882,31-",315.359-,750.000-,250.000-,,,250.000-,250.000-,250.000-,,
