Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
"4171Kanalstraße,Promenade- Ring",,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",0,0,50.000,,,360.000,0,0,0,410.000
AuszahlungfürBaumaßnahmen,"0,00",130.000,10.000,200.000,0,0,700.000,10.000,9.650,130.000,2.009.650
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",130.000-,10.000-,150.000-,,,340.000-,10.000-,9.650-,130.000-,1.599.650-
