,,,,,,,,
"Beschreibung DieseProduktgruppeumfasstdiegesetzlichenAufgabenderStadtMünsterzurExistenzsicherungfürbedürftigePersonen. HierzugehöreninsbesondereLeistungennachdemSGBXII,Asylbewerberleistungsgesetz(AsylbLG)unddemBundesausbildungsförderungsgesetz(BAföG).",,,,,,,,
BesonderheitenindenPlanjahren Keine,,,,,,,,
"Ziele 1.ZurSicherungsozialerBalanceinderStadtgesellschaftsollderAnteilderEmpfänger/innenExistenzsichernderLeistungen (LeistungenzumLebensunterhaltnachdemSGBXIIundAsylbLG),anallenEinwohnern/inneninMünsternichtsteigen.",,,,,,,,
,Ergebnis,Ansatz,,,,Planung,,
,2024,2025,2026,,2027,2028,2029,2030
Zielkennzahlen -Zum1.Ziel:AnteilSGBXII-Empfänger/innenpro1.000 Einwohner/innen -Zum1.Ziel:AnteilAsylbLG-Empfänger/innenpro1.000 Einwohner/innen -Zum1.Ziel:AnteilGrundsicherungsempfänger/innenpro1.000 Einwohner/innen,2,2,2,,2,2,2,2
,4,4,4,,4,4,4,4
,17,16,16,,16,16,16,16
Standardkennzahlen -Teilergebnis(Zeile29)proEinwohner/in(inEuro) -Aufwandsdeckungsgrad(in%),"-62,05","-70,11","-68,48",,"-64,73","-64,28","-64,55","-65,91"
,"77,8","76,0","76,5",,"77,8","78,2","78,4","78,3"
