Deckung der Auszahlungen durch die,,Ist,Ansatz,fortgeschr.,Ansatz,Ansatz,Plan,Plan,Plan
Einzahlungen aus lfd. Verwaltungstätigkeit,,2024,2025,Ansatz 2025,2026,2027,2028,2029,2030
,,(in %),(in %),(in %),(in %),(in %),(in %),(in %),(in %)
,Deckungsquote,"97,9","101,0","99,9","99,5","100,0","101,8","102,6","101,5"
