6190 Anne-Frank-BK-Ertüchtigung Bestandsgeb.,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,2.699.000,0,0,0,0,0,0,0,2.699.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,2.699.000-,0,,,0,0,0,0,2.699.000-
