4570Bauk.Erweiterung FeuerwehrhausGelmer,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,0,0,0,0,0,0,0,414.597,1.064.597
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,0,,,0,0,0,414.597-,1.064.597-
