InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"0,00",16.199,4.420,44.510,0,0,4.610,4.700,4.790,,
Saldo(Einzahlungen./. Auszahlungen),"0,00",16.199-,4.420-,44.510-,,,4.610-,4.700-,4.790-,,
