Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
4880NeubauKiTaOFD,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"1.062.347,59",220.281,0,0,0,0,0,0,0,1.362.716,1.362.716
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"1.062.347,59-",220.281-,0,0,,,0,0,0,1.362.716-,1.362.716-
