Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
5910B-Plan595Angelmodde,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,0,705.000,705.000,0,0,0,0,0,705.000
Verpflichtungsermächtigung2026zuLasten,,,,705.000,,,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,705.000-,,,0,0,0,0,705.000-
