InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"23.418,41",0,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"23.418,41-",0,0,0,,,0,0,0,,
