9058DarlehenSCPreußenMS 06GmbH&Co.KGaA,,,,,,,,,,,
Einzahlungenausden RückflüssenvonDarlehen,"120.000,00",0,0,0,,,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"120.000,00",0,0,0,,,0,0,0,,
