Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
4970Erweiterung LudgerusschuleHiltrup,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"1.303.609,87",12.151.411,4.474.250,687.350,550.000,0,0,0,0,15.149.650,20.311.250
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",0,238.750,0,0,0,0,0,0,0,238.750
Verpflichtungsermächtigung2026zuLasten,,,,550.000,,,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"1.303.609,87-",12.151.411-,4.713.000-,687.350-,,,0,0,0,15.149.650-,20.550.000-
