4269KläranlageGeist Aufhebung,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,0,0,0,0,250.000,250.000,0,0,18.000.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,0,,,250.000-,250.000-,0,0,18.000.000-
