6060B-Plan589-Maikotten SP/ÖG,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,0,0,0,0,0,0,250.000,0,450.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,0,,,0,0,250.000-,0,450.000-
