"4258Hafkhorstöstl./südl. Heroldstraße,BG",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,0,0,0,0,0,0,0,0,2.475.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,0,,,0,0,0,0,2.475.000-
