Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
0013Anforderungaus Einleitungserlaubnissen,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"94.063,60",501.355,1.000.000,1.000.000,0,0,1.000.000,1.000.000,1.000.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"94.063,60-",501.355-,1.000.000-,1.000.000-,,,1.000.000-,1.000.000-,1.000.000-,,
