4294OrtsmittenMünster-West,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",150.000,0,100.000,0,0,0,0,0,150.000,250.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",150.000-,0,100.000-,,,0,0,0,150.000-,250.000-
