Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
4270AmPulverschuppenZUE,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"1.725,50",500.776,1.000.000,0,0,0,0,0,0,502.501,2.252.501
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"1.725,50-",500.776-,1.000.000-,0,,,0,0,0,502.501-,2.252.501-
