5210KitaYork(8-9Gruppen),,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,0,0,0,0,0,0,0,0,460.000
Auszahlungvonaktivierbaren Zuwendungen,"0,00",0,0,0,0,0,0,0,0,0,540.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,0,,,0,0,0,0,1.000.000-
