"4262Feldstiege/Beerwiede, BG",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"4.310,78",50.000,100.000,200.000,0,0,200.000,500.000,1.000.000,80.625,8.580.625
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"4.310,78-",50.000-,100.000-,200.000-,,,200.000-,500.000-,1.000.000-,80.625-,8.580.625-
