5800NeubauKSPehem. Josefschule,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",263.000,0,0,0,0,0,0,0,263.000,263.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",263.000-,0,0,,,0,0,0,263.000-,263.000-
