4291Rüschhausweg/ Von-Esmarch-Str.,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",0,0,0,,,500.000,0,0,0,500.000
AuszahlungfürBaumaßnahmen,"0,00",30.000,1.350.000,1.350.000,2.200.000,0,850.000,0,0,30.000,3.580.000
Verpflichtungsermächtigung2026zuLasten,,,,1.350.000,,,850.000,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",30.000-,1.350.000-,1.350.000-,,,350.000-,0,0,30.000-,3.080.000-
