"4263Kötterstr.nördl.,BG 623",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",380.000,0,100.000,0,0,100.000,100.000,600.000,380.000,9.380.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",380.000-,0,100.000-,,,100.000-,100.000-,600.000-,380.000-,9.380.000-
