4670NeubauSporth. Hans-Böckler-Berufskolleg,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",200.000,1.484.570,0,0,0,0,0,0,200.000,1.684.570
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",200.000-,1.484.570-,0,,,0,0,0,200.000-,1.684.570-
