7400Sanierungvon Spielplätzen;Bez.Südost,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"47.278,31",173.765,50.740,50.740,0,0,23.870,23.870,23.870,1.072.870,1.269.830
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"47.278,31-",173.765-,50.740-,50.740-,,,23.870-,23.870-,23.870-,1.072.870-,1.269.830-
