Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
0040Ern.Einrichtungvon Fachräumen,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"330.403,67",522.993,285.000,285.000,250.000,250.000,285.000,285.000,285.000,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",195.000,195.000,195.000,150.000,150.000,195.000,195.000,195.000,,
Verpflichtungsermächtigung2026zuLasten,,,,400.000,,,0,0,0,,
Verpflichtungsermächtigung2027zuLasten,,,,0,,,400.000,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"330.403,67-",717.993-,480.000-,480.000-,,,480.000-,480.000-,480.000-,,
