4274Prinzbrücke,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",1.400.000,0,0,,,0,0,0,1.400.000,1.400.000
AuszahlungfürBaumaßnahmen,"1.200.044,29",50,0,0,0,0,0,0,0,1.800.094,1.800.094
Auszahlungvonaktivierbaren Zuwendungen,"1.200.000,00",50,0,0,0,0,0,0,0,1.800.050,1.800.050
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"2.400.044,29-",1.399.900,0,0,,,0,0,0,2.200.144-,2.200.144-
