0200Beschaffungenrettungsd. IT-Technik,,,,,,,,,,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"18.981,74",583.119,191.000,221.000,0,0,441.000,151.000,141.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"18.981,74-",583.119-,191.000-,221.000-,,,441.000-,151.000-,141.000-,,
