6000Erweiterung Hermannschule,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"106.657,76",642.348,0,0,0,0,0,0,0,749.006,13.599.006
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"106.657,76-",642.348-,0,0,,,0,0,0,749.006-,13.599.006-
