6150Wasserspenderfür Schulen,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"979,37",75.000,100.000,100.000,0,0,100.000,100.000,100.000,75.979,675.979
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",60.000,0,0,0,0,0,0,0,60.000,60.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"979,37-",135.000-,100.000-,100.000-,,,100.000-,100.000-,100.000-,135.979-,735.979-
