0010Schulpauschale/ Bildungspauschale,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",350.000,0,0,,,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",350.000,0,0,,,0,0,0,,
