InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"300,00",0,0,0,,,0,0,0,,
Auszahlung,"10.835,36",11.204,7.690,7.690,0,0,7.690,7.690,7.690,,
Saldo(Einzahlungen./. Auszahlungen),"10.535,36-",11.204-,7.690-,7.690-,,,7.690-,7.690-,7.690-,,
