InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"2.697.036,67",25.000,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"2.697.036,67-",25.000-,0,0,,,0,0,0,,
