4830NeubauGrundschule Albachten,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"1.926.475,16",15.393.947,4.950.000,1.494.000,1.494.000,0,0,0,0,17.956.831,24.400.831
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",0,700.000,0,0,0,0,0,0,0,700.000
Verpflichtungsermächtigung2026zuLasten,,,,1.494.000,,,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"1.926.475,16-",15.393.947-,5.650.000-,1.494.000-,,,0,0,0,17.956.831-,25.100.831-
