Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
0040Ersatzbeschaff. MaschinenServiceSport,,,,,,,,,,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"114.061,22",39.200,35.280,35.280,0,0,35.280,35.280,35.280,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"114.061,22-",39.200-,35.280-,35.280-,,,35.280-,35.280-,35.280-,,
